Name,Sector,Circuit Type,Executive Agency,Line Length (cKM),Month Of Completion,Year Of Completion (FY),matched_districts,matched_areas,matched_district_count,matched_area_count,endpoint0_district,endpoint1_district,area0,area1,is_tantransco,capacity_available,capacity_mw,capacity_note
Subashgram (PG) - Baruipur,State,D/C,WBSETCL,64.0,JAN-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220kV Kalapaka - Dairyfarm to proposed 220/132/33kV S/S Simhachalam on MC Towers,State,D/C,APTRANSCO,24.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Rachagunneru - Naidupeta line,State,D/C,APTRANSCO,30.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt. of 220kV Ukai- Achhaliya line no. 2 at 220kV Virpor s/s on D/C and M/C Tower (Package-1) with AL-59 Condu. and OPGW,State,D/C,GETCO,42.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220kV Narwana - Mund line at 400kV PGCIL Jind,State,D/C,HVPNL,168.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Aluva - Kothamangalam line,State,D/C,KSEB,68.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
2nd Ckt. Stringing of 220kV Tlwani - Miraj line (Balance work),State,S/C + D/C,MSETCL,9.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Georai - Thapti Tanda s/s,State,D/C,MSETCL,110.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Himmatpura - jagraon at Ajitwal,State,D/C,PSTCL,3.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Makhu - Algaon,State,D/C,PSTCL,101.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gajner - Chhatargarh line (GEC-I),State,D/C,RVPNL,166.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bahraich - Sohawal 400 (PG) line,State,S/C,UPPTCL,109.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Firozabad (220) -Agra(PG) at Firozabad(400),State,D/C,UPPTCL,22.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jammalamadugu - Chakrayapet,State,D/C,APTRANSCO,172.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jammalamadugu - Tirumalayapalli,State,D/C,APTRANSCO,34.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kalikiri - Kalikiri line,State,D/C,APTRANSCO,8.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kamavarapukota - Nuziveedu,State,D/C,APTRANSCO,90.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Both ckt Pulivendula - Hindupur at Gollapuram,State,D/C,APTRANSCO,156.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Pendurthy - Garividi at Garividi,State,D/C,APTRANSCO,120.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Podili - Nellore at Atmakur,State,D/C,APTRANSCO,80.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO to Existing 220kV Podili - Nellore line at Prakasam District,State,M/C,APTRANSCO,20.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dwarka - Budella,State,D/C,DTL,12.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
R.K. Puram- Ridge Valley Ckt-I,State,S/C,DTL,5.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
R.K. Puram - Ridge Valley Ckt-II,State,S/C,DTL,5.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
R.K. Puram-Trauma Centre Ckt-I,State,S/C,DTL,5.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
R.K. Puram- Trauma Centre Ckt-II,State,S/C,DTL,5.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Deroli Ahir - Narnaul,State,D/C,HVPNL,26.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Chormar - Fathebad line at Hukmawali,State,S/C,HVPNL,41.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
(PMDP - Kashmir) Extension of Mirbazar - Alusteng line upto New Wanpoh,State,D/C,JKPDD,8.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
HDVC Kolar - T. Gollahali (Thimmasandra) line,State,D/C,KPTCL,58.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kudagi - Tapping point of NTPC (part of Kudagi-Vajramatti line),State,D/C,KPTCL,153.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Chikkodi - Ghataprabha at Mughalkod,State,D/C,KPTCL,12.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Brahmapuram - Kaloor line,State,D/C,KSEB,23.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pallikkara - Aluva line,State,D/C,KSEB,23.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chichali - Udaipura,State,S/C,MPPTCL,47.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Bina - Gwalior at Pichhore,State,S/C,MPPTCL,1.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Both ckt. of Badod - Ujjain at Ujjain,State,DCDS,MPPTCL,24.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckts. Nagda - Ujjain at Ujjain,State,DCDS,MPPTCL,43.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pithampur -Depalpur,State,DCDS,MPPTCL,75.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kumbhargaon - Krishnoor line (Ckt-I),State,D/C,MSETCL,16.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Pandharpur - Malinagar line at 220 kV Bhalawani S/S (Ckt-II),State,D/C,MSETCL,20.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Kashipur - Pantnagar line at 220kV S/S Jafarpur,State,D/C,PTCUL,8.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Akal- Jaisalmer-2 line (GEC-I),State,D/C,RVPNL,114.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dichpally 400kV - Banswada 220kV,State,D/C,TSTRANSCO,168.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Baraut (220)- Shamli at Nirpura line,State,D/C,UPPTCL,26.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Rasra (220)- Gazipur at Rasra,State,D/C,UPPTCL,26.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Arambag - Rishra at N. Chanditala,State,D/C,WBSETCL,31.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LlLO of C.B.Ganj - Badaun at Badaun (OBTL-TBCB),Private,S/C,APL,2.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LlLO of Chandausi - Badaun at Badaun (OBTL-TBCB),Private,S/C,APL,37.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ajmer (PG) - Phagi line,Central,D/C,PGCIL,268.0,APR-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Darbhanga - Sitamarhi (New) line (Ckt-II) line,Central,D/C,PGCIL,80.0,APR-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sitamarhi (New) - Motihari line (Triple Snowbird) (ERSS XXITL-TBCB),Central,D/C,PGCIL,171.0,APR-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
2nd ckt stringing of 220 kV Valve - Jamde SCDC line,State,S/C,MSETCL,13.0,APR-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
New Mariani - Misa,Central,D/C,PGCIL,2.0,MAY-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 400 kV Aligarh-Sikandrabad at Harduaganj TPS
 Line",State,D/C,UPPTCL,61.0,MAY-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of onc Ckt. of 220kV Undi-Eluru (Gudivada) line to
 proposed S/S at Akiveedu in West Godavari District",State,S/C,APTRANSCO,3.0,MAY-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Maradam (from 400kV Maradam) - Pydibhimavaram
 line",State,D/C,APTRANSCO,46.0,MAY-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Joda-TTPS line at Telkoi,State,D/C,OPTCL,29.0,MAY-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jigmeling - Alipurdauar line (Q) (India Side),Central,D/C,PGCIL,326.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Sagardighi - Subhasgram line at Jeerat,Central,S/C,PGCIL,2.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220kV Gonda- Basti line at Bhaukhari,State,D/C,UPPTCL,26.0,MAY-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
(PMDP - Jammu) LILO of Hiranagar - Bishnah at Jatwal Grid station,State,D/C,JKPDD,4.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Rajgarh (B) - Susner (Nalkheda),State,DCDS,MPPTCL,124.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ujjain - Susner (Nalkheda) (GEC),State,DCDS,MPPTCL,160.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Akkaram-Markook,State,D/C,TSTRANSCO,18.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Nirmal - Renzal at Mupkal,State,S/C,TSTRANSCO,1.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt. of Mamidipally - Shadnagar at Kothur S/S,State,D/C,TSTRANSCO,1.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt. of Shamshabad - Kethireddypalli (Manikonda) at Kothur S/S,State,D/C,TSTRANSCO,19.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Manuguru - BTPS,State,D/C,TSTRANSCO,46.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ramadugu - Rampur,State,D/C,TSTRANSCO,70.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Greater Noida (765) - Integrated township Gr. Noida line,State,D/C,UPPTCL,80.0,JUN-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Vindhyachal - Varansai line,Central,D/C,PGCIL,379.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Edayarpalayam (TANTRANSCO)- Udumulpet line (Q),Central,D/C,PGCIL,94.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Palatana - Surajmaninagar,Central,D/C,PGCIL,24.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pugalur HVDC-Edayarpalayam (TANTRANSCO) line (Q),Central,D/C,PGCIL,105.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Gorakhpur (PG) - Lucknow (PG) line Ckt.-III at
Basti",State,D/C,UPPTCL,47.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Ibrahim Patti (PGCIL) - Kasaramau (Mau) at
Rasra",State,D/C,UPPTCL,74.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both ckt. of Ranchi - Maithon-RB line at
Dhanbad (NKTL-TBCB)",Private,D/C,APL,5.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dharmapuri (Palavadi) - Udanapally 230 kV S,State,D/C,TANTRANSCO,115.0,JUL-21,2021-22,Dharmapuri,Vellore,1,1,Dharmapuri,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Thiruvalam - Singarapet Feeder (Loc1 to 4),State,D/C,TANTRANSCO,2.0,JUL-21,2021-22,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Mitha - Katosan TSS line,State,D/C,GETCO,33.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Radhanesda - Vav (Khimanvas) line with AL-59
Conductor",State,D/C,GETCO,73.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dhanonda- Deroli Ahir,State,D/C,HVPNL,57.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Hiranagar-Bishnah line at Samba,State,D/C,JKPDD,11.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Thein-Hiranagar at Kathua-II (Ghatti),State,D/C,JKPDD,5.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Malayammma - Kunnamangalam,State,M/C,KSEB,15.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"2nd ckt. Stringing on existing line from Malyalpally -
Jagityal line",State,S/C,TSTRANSCO,58.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
400/220 kV Janagaon s/s -220/132/33 Janagaon s/s,State,D/C,TSTRANSCO,7.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Asupaka - Aswaroapet line,State,D/C,TSTRANSCO,40.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dindi - Nagarkurnool,State,S/C,TSTRANSCO,79.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gajwel - Akkaram (TMDC),State,D/C,TSTRANSCO,14.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Julurupadu - Pedagopathi line,State,D/C,TSTRANSCO,90.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kethireddypally (Manikonda) - Kankamamidi line,State,D/C,TSTRANSCO,9.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both Ckts. Durshed-Sirchilla line at Ramadugu,State,D/C,TSTRANSCO,48.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Dindi - Maheshwaram at Madugula,State,D/C,TSTRANSCO,6.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Oglapur - Durshad at Huzurabad,State,D/C,TSTRANSCO,20.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Regumangadda - Gudipalligattu at Yelluru
Water Grid s/s",State,D/C,TSTRANSCO,7.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of RSS -Bheemgal Feeder at Rampur s/s,State,D/C,TSTRANSCO,2.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of RSS -Nagaram at Ramagundam Fertillizers and
Chemicals Limited (RFCL)",State,D/C,TSTRANSCO,22.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of RSS -Nrimal at Jagityal line,State,D/C,TSTRANSCO,3.0,JUL-21,2021-22,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
